Points		Gain_val	Throw_val	Gain_win	Throw_win
60		20		10		2381		2619
50		13		8		1447		3553
100		14		1		5000		0
50		13		9		2944		2056
90		19		1		5000		0
80		11		3		5000		0
50		13		10		448		4552
100		14		2		4650		350
70		5		1		5000		0
90		19		2		4459		541
50		14		1		5000		0
80		11		4		3793		1207
100		14		3		4333		667
50		14		2		4403		597
90		19		3		3474		1526
70		5		2		4554		446
50		14		3		4271		729
80		11		5		1659		3341
100		14		4		5000		0
90		19		4		3888		1112
50		14		4		5000		0
70		5		3		2351		2649
80		11		6		2208		2792
50		14		5		3321		1679
100		14		5		4028		972
70		5		4		1136		3864
90		19		5		3806		1194
50		14		6		3551		1449
80		11		7		2023		2977
70		5		5		2140		2860
50		14		7		1901		3099
80		11		8		1281		3719
100		14		6		1968		3032
70		5		6		2671		2329
90		19		6		4999		1
50		14		8		1610		3390
80		11		9		1832		3168
70		5		7		1881		3119
100		14		7		1028		3972
50		14		9		0		5000
90		19		7		3258		1742
80		11		10		1125		3875
70		5		8		917		4083
50		14		10		2588		2412
100		14		8		985		4015
90		19		8		1523		3477
70		5		9		0		5000
80		12		1		5000		0
50		15		1		5000		0
100		14		9		2184		2816
50		15		2		4417		583
90		19		9		2529		2471
70		5		10		2067		2933
80		12		2		4621		379
50		15		3		5000		0
100		14		10		1847		3153
90		19		10		1260		3740
80		12		3		4094		906
70		6		1		5000		0
50		15		4		4580		420
50		15		5		2020		2980
100		15		1		5000		0
90		20		1		5000		0
80		12		4		4999		1
50		15		6		1680		3320
70		6		2		4743		257
90		20		2		4143		857
100		15		2		4586		414
50		15		7		258		4742
80		12		5		2327		2673
70		6		3		3596		1404
90		20		3		2474		2526
50		15		8		1991		3009
100		15		3		3213		1787
80		12		6		1731		3269
70		6		4		832		4168
50		15		9		0		5000
90		20		4		3695		1305
80		12		7		1599		3401
100		15		4		3033		1967
70		6		5		1467		3533
50		15		10		975		4025
80		12		8		1344		3656
70		6		6		2225		2775
90		20		5		5000		0
50		16		1		5000		0
70		6		7		2688		2312
100		15		5		4019		981
80		12		9		4478		522
50		16		2		3691		1309
70		6		8		601		4399
90		20		6		4998		2
80		12		10		0		5000
50		16		3		5000		0
100		15		6		2268		2732
70		6		9		640		4360
50		16		4		5000		0
80		13		1		5000		0
90		20		7		4176		824
50		16		5		3726		1274
100		15		7		3370		1630
70		6		10		4123		877
80		13		2		2973		2027
50		16		6		2768		2232
90		20		8		1210		3790
100		15		8		1144		3856
70		7		1		5000		0
50		16		7		0		5000
80		13		3		5000		0
50		16		8		2063		2937
100		15		9		1165		3835
90		20		9		0		5000
70		7		2		4655		345
50		16		9		719		4281
80		13		4		5000		0
100		15		10		1821		3179
50		16		10		5000		0
80		13		5		2898		2102
90		20		10		2407		2593
50		17		1		5000		0
70		7		3		5000		0
100		16		1		5000		0
50		17		2		4497		503
80		13		6		1399		3601
70		7		4		1086		3914
50		17		3		3687		1313
100		16		2		4287		713
100		5		1		5000		0
70		7		5		2594		2406
80		13		7		3300		1700
50		17		4		2118		2882
100		16		3		3769		1231
70		7		6		3750		1250
80		13		8		4586		414
50		17		5		5000		0
100		5		2		5000		0
100		16		4		3216		1784
70		7		7		3294		1706
70		7		8		3331		1669
80		13		9		2090		2910
50		17		6		4999		1
100		5		3		3021		1979
70		7		9		2753		2247
80		13		10		3384		1616
100		16		5		4586		414
50		17		7		3424		1576
100		5		4		483		4517
70		7		10		5000		0
50		17		8		4505		495
80		14		1		5000		0
100		16		6		1942		3058
50		17		9		1209		3791
100		5		5		1997		3003
70		8		1		5000		0
80		14		2		3925		1075
50		17		10		753		4247
70		8		2		5000		0
100		16		7		2427		2573
100		5		6		1546		3454
80		14		3		4135		865
50		18		1		5000		0
100		16		8		1452		3548
100		5		7		1373		3627
70		8		3		5000		0
50		18		2		5000		0
80		14		4		5000		0
50		18		3		3931		1069
100		16		9		2796		2204
100		5		8		835		4165
70		8		4		2144		2856
80		14		5		4998		2
50		18		4		5000		0
50		18		5		2127		2873
100		16		10		1950		3050
70		8		5		0		5000
100		5		9		1875		3125
80		14		6		3715		1285
70		8		6		2064		2936
100		5		10		1293		3707
50		18		6		4999		1
80		14		7		1309		3691
100		17		1		5000		0
70		8		7		2180		2820
50		18		7		5000		0
80		14		8		2300		2700
50		18		8		3042		1958
100		17		2		4763		237
70		8		8		2609		2391
80		14		9		2266		2734
100		6		1		5000		0
50		18		9		1025		3975
70		8		9		1526		3474
100		17		3		3156		1844
70		8		10		5000		0
100		6		2		4681		319
80		14		10		2266		2734
50		18		10		1845		3155
70		9		1		5000		0
100		17		4		2249		2751
100		6		3		3863		1137
50		19		1		5000		0
70		9		2		3790		1210
80		15		1		5000		0
50		19		2		1627		3373
100		17		5		2136		2864
70		9		3		3805		1195
100		6		4		1034		3966
50		19		3		3902		1098
80		15		2		3663		1337
70		9		4		1795		3205
100		17		6		2205		2795
50		19		4		5000		0
100		6		5		471		4529
80		15		3		4167		833
50		19		5		5000		0
70		9		5		1212		3788
100		17		7		1093		3907
100		6		6		0		5000
50		19		6		5000		0
80		15		4		5000		0
70		9		6		0		5000
100		17		8		1321		3679
50		19		7		2913		2087
80		15		5		2459		2541
100		6		7		1269		3731
70		9		7		2563		2437
50		19		8		1351		3649
100		17		9		2301		2699
80		15		6		2222		2778
70		9		8		1544		3456
100		6		8		2089		2911
50		19		9		2062		2938
100		17		10		3364		1636
70		9		9		3192		1808
80		15		7		3398		1602
100		6		9		2832		2168
50		19		10		912		4088
70		9		10		2752		2248
80		15		8		1702		3298
100		18		1		5000		0
50		20		1		5000		0
100		6		10		1077		3923
70		10		1		5000		0
80		15		9		0		5000
50		20		2		3513		1487
100		18		2		4040		960
70		10		2		4529		471
50		20		3		1945		3055
100		7		1		5000		0
100		18		3		865		4135
70		10		3		3533		1467
80		15		10		3787		1213
50		20		4		0		5000
70		10		4		3761		1239
100		7		2		4687		313
100		18		4		2086		2914
50		20		5		5000		0
80		16		1		5000		0
70		10		5		3810		1190
80		16		2		4053		947
50		20		6		4534		466
100		7		3		4998		2
100		18		5		3870		1130
70		10		6		971		4029
50		20		7		5000		0
80		16		3		4089		911
70		10		7		1503		3497
50		20		8		2853		2147
100		18		6		4550		450
80		16		4		5000		0
100		7		4		756		4244
50		20		9		3402		1598
70		10		8		1875		3125
100		18		7		2924		2076
80		16		5		3994		1006
50		20		10		3846		1154
100		7		5		614		4386
70		10		9		2328		2672
100		18		8		2274		2726
80		16		6		3618		1382
70		10		10		1659		3341
100		7		6		0		5000
60		5		1		5000		0
100		18		9		2972		2028
80		16		7		2932		2068
70		11		1		5000		0
100		7		7		1177		3823
60		5		2		5000		0
80		16		8		1197		3803
100		18		10		2411		2589
70		11		2		4092		908
100		7		8		755		4245
80		16		9		1251		3749
60		5		3		2601		2399
70		11		3		4262		738
100		19		1		5000		0
80		16		10		2598		2402
60		5		4		639		4361
100		7		9		2579		2421
70		11		4		4150		850
60		5		5		1605		3395
100		19		2		3884		1116
80		17		1		5000		0
100		7		10		3300		1700
70		11		5		2334		2666
60		5		6		2460		2540
100		19		3		2900		2100
80		17		2		3510		1490
60		5		7		1961		3039
70		11		6		1316		3684
100		8		1		5000		0
60		5		8		1252		3748
100		19		4		3238		1762
80		17		3		3535		1465
70		11		7		2592		2408
80		17		4		4151		849
70		11		8		1000		4000
60		5		9		4753		247
100		8		2		4052		948
100		19		5		5000		0
70		11		9		4183		817
60		5		10		3690		1310
80		17		5		4259		741
100		19		6		1519		3481
70		11		10		0		5000
100		8		3		5000		0
80		17		6		2011		2989
60		6		1		5000		0
70		12		1		5000		0
100		19		7		0		5000
80		17		7		1460		3540
70		12		2		4547		453
60		6		2		4478		522
100		8		4		2413		2587
100		19		8		3148		1852
80		17		8		3306		1694
70		12		3		4270		730
60		6		3		4880		120
100		19		9		1860		3140
80		17		9		1168		3832
100		8		5		0		5000
70		12		4		5000		0
60		6		4		873		4127
100		19		10		3529		1471
80		17		10		3425		1575
100		8		6		593		4407
60		6		5		760		4240
70		12		5		1052		3948
100		20		1		5000		0
80		18		1		5000		0
60		6		6		0		5000
100		8		7		595		4405
70		12		6		1007		3993
80		18		2		4324		676
60		6		7		1763		3237
100		20		2		3798		1202
70		12		7		2289		2711
100		8		8		2413		2587
60		6		8		1845		3155
80		18		3		3356		1644
100		20		3		3478		1522
70		12		8		1173		3827
60		6		9		2374		2626
100		8		9		2034		2966
80		18		4		4157		843
60		6		10		921		4079
100		20		4		3840		1160
70		12		9		1730		3270
100		8		10		3399		1601
70		12		10		5000		0
60		7		1		5000		0
80		18		5		2820		2180
60		7		2		4211		789
100		20		5		152		4848
70		13		1		5000		0
60		7		3		4268		732
70		13		2		2632		2368
60		7		4		1		4999
80		18		6		5000		0
70		13		3		2859		2141
60		7		5		2216		2784
70		13		4		3595		1405
60		7		6		2710		2290
100		20		6		4999		1
80		18		7		1885		3115
60		7		7		676		4324
70		13		5		1753		3247
80		18		8		1913		3087
60		7		8		514		4486
100		20		7		1486		3514
70		13		6		188		4812
60		7		9		1476		3524
80		18		9		1045		3955
70		13		7		1577		3423
100		20		8		0		5000
60		7		10		758		4242
80		18		10		2838		2162
70		13		8		3727		1273
60		8		1		5000		0
60		8		2		3224		1776
70		13		9		4519		481
80		19		1		5000		0
100		20		9		1542		3458
70		13		10		1724		3276
60		8		3		5000		0
80		19		2		5000		0
100		20		10		3379		1621
70		14		1		5000		0
60		8		4		3145		1855
80		19		3		2591		2409
70		14		2		2890		2110
60		8		5		1120		3880
60		10		8		1527		3473
60		10		9		0		5000
70		14		3		4143		857
80		19		4		5000		0
60		8		6		0		5000
60		10		10		3360		1640
60		8		7		1738		3262
70		14		4		3594		1406
80		19		5		4999		1
60		11		1		5000		0
60		8		8		4260		740
70		14		5		0		5000
60		8		9		511		4489
80		19		6		3649		1351
60		11		2		4668		332
60		8		10		3247		1753
70		14		6		3728		1272
60		11		3		3512		1488
80		19		7		4513		487
60		11		4		1949		3051
60		9		1		5000		0
60		9		2		4262		738
60		9		3		4882		118
60		11		5		3138		1862
70		14		7		0		5000
80		19		8		1		4999
60		11		6		127		4873
60		9		4		3151		1849
70		14		8		3019		1981
80		19		9		3991		1009
60		11		7		1753		3247
60		9		5		1737		3263
70		14		9		2916		2084
80		19		10		3652		1348
60		11		8		1489		3511
60		9		6		377		4623
70		14		10		1067		3933
60		11		9		0		5000
80		20		1		5000		0
60		9		7		0		5000
80		20		2		3180		1820
70		15		1		5000		0
60		11		10		3268		1732
60		9		8		4818		182
80		20		3		3493		1507
60		9		9		97		4903
70		15		2		3568		1432
60		12		1		5000		0
80		20		4		3156		1844
60		9		10		5000		0
70		15		3		4063		937
60		12		2		4351		649
80		20		5		3959		1041
60		10		1		5000		0
70		15		4		4060		940
60		12		3		3598		1402
60		10		2		4657		343
80		20		6		5000		0
60		12		4		5000		0
70		15		5		3903		1097
60		10		3		5000		0
60		12		5		2295		2705
70		15		6		0		5000
80		20		7		4999		1
60		12		6		3788		1212
60		10		4		3612		1388
70		15		7		1689		3311
60		10		5		3814		1186
60		12		7		3264		1736
80		20		8		1103		3897
60		12		8		766		4234
60		10		6		978		4022
70		15		8		646		4354
60		12		9		5000		0
60		10		7		2774		2226
60		12		10		5000		0
80		20		9		1934		3066
70		15		9		2676		2324
90		8		10		2900		2100
80		20		10		1733		3267
70		15		10		1492		3508
70		18		5		5000		0
90		9		1		5000		0
70		16		1		5000		0
70		18		6		4999		1
90		5		1		5000		0
90		9		2		4496		504
70		16		2		5000		0
70		18		7		2878		2122
70		16		3		4303		697
90		9		3		4195		805
70		18		8		1988		3012
90		5		2		4550		450
70		16		4		3841		1159
70		18		9		0		5000
90		9		4		3658		1342
70		16		5		4759		241
90		5		3		2699		2301
70		18		10		1093		3907
70		16		6		2792		2208
90		9		5		1000		4000
70		19		1		5000		0
90		5		4		762		4238
70		16		7		3057		1943
90		9		6		0		5000
70		19		2		5000		0
70		16		8		570		4430
90		5		5		0		5000
90		9		7		2141		2859
70		19		3		3064		1936
70		16		9		3099		1901
90		5		6		380		4620
70		16		10		3600		1400
70		19		4		5000		0
90		9		8		2435		2565
70		17		1		5000		0
70		19		5		5000		0
90		5		7		0		5000
90		9		9		915		4085
70		17		2		4206		794
70		19		6		3794		1206
90		9		10		4315		685
90		5		8		3850		1150
70		17		3		2481		2519
70		19		7		3144		1856
90		5		9		740		4260
70		17		4		5000		0
90		10		1		5000		0
70		19		8		759		4241
70		17		5		5000		0
90		5		10		1730		3270
70		19		9		1371		3629
90		10		2		5000		0
70		17		6		2322		2678
70		19		10		3180		1820
90		6		1		5000		0
90		10		3		3645		1355
70		20		1		5000		0
70		17		7		3443		1557
90		6		2		5000		0
90		10		4		3002		1998
70		20		2		3426		1574
70		17		8		3781		1219
90		10		5		1324		3676
90		6		3		4020		980
70		20		3		1274		3726
70		17		9		3713		1287
70		20		4		2277		2723
90		10		6		2885		2115
90		6		4		1381		3619
70		17		10		623		4377
90		10		7		1260		3740
70		20		5		5000		0
90		6		5		1597		3403
70		18		1		5000		0
70		20		6		4999		1
90		10		8		1271		3729
90		6		6		0		5000
70		18		2		5000		0
70		20		7		1180		3820
90		10		9		1921		3079
90		6		7		0		5000
70		18		3		5000		0
70		20		8		295		4705
70		18		4		5000		0
90		10		10		2301		2699
90		6		8		1186		3814
70		20		9		2921		2079
90		12		1		5000		0
90		11		1		5000		0
90		6		9		3070		1930
70		20		10		1092		3908
90		6		10		796		4204
90		12		2		5000		0
90		11		2		4562		438
90		12		3		2541		2459
90		11		3		2421		2579
90		7		1		5000		0
90		11		7		1510		3490
90		12		4		4294		706
90		11		4		4999		1
90		7		2		4197		803
90		11		8		3143		1857
90		11		9		0		5000
90		12		5		1918		3082
90		11		5		1957		3043
90		11		10		252		4748
90		7		3		5000		0
90		12		6		2853		2147
90		11		6		1198		3802
90		12		7		42		4958
90		7		4		732		4268
90		8		2		4425		575
90		7		5		3856		1144
90		12		9		2829		2171
90		12		8		2813		2187
90		7		6		2601		2399
90		12		10		2740		2260
90		8		3		5000		0
90		7		7		1564		3436
90		8		7		1853		3147
90		8		4		1713		3287
90		7		8		4517		483
90		7		10		5000		0
90		8		8		5000		0
90		8		5		2445		2555
90		7		9		5000		0
90		8		1		5000		0
90		8		9		5000		0
90		8		6		1576		3424
